SET_NUM,UNIQUE_PARTS_IN_SET,TOTAL_PARTS_IN_SET,UNIQUENESS_RATIO,SET_YEAR,THEME_NAME
2880-1,0,19,0.00,1997,Traffic
6694-1,0,55,0.00,1984,Traffic
6661-1,1,51,0.02,1989,Traffic
1590-2,0,109,0.00,1982,Traffic
3442-1,0,53,0.00,1998,Traffic
10156-1,0,56,0.00,2004,Traffic
6699-1,2,42,0.05,1987,Traffic
643-1,0,21,0.00,1978,Traffic
1490-1,1,94,0.01,1988,Traffic
1589-2,0,109,0.00,1986,Traffic
6693-1,0,65,0.00,1987,Traffic
2148-2,0,53,0.00,1998,Traffic
1489-1,0,95,0.00,1989,Traffic
6363-1,0,59,0.00,1980,Traffic
6373-1,2,79,0.03,1984,Traffic
2584-1,2,16,0.13,1998,Traffic
6369-1,2,63,0.03,1985,Traffic
361-2,1,23,0.04,1979,Traffic
6627-1,0,25,0.00,1980,Traffic
10041-1,2,161,0.01,2003,Traffic
6393-1,5,209,0.02,1987,Traffic
6656-1,0,34,0.00,1985,Traffic
6645-1,1,42,0.02,1991,Traffic
6590-1,0,64,0.00,1988,Traffic
646-1,1,26,0.04,1979,Traffic
2148-1,0,55,0.00,1997,Traffic
6667-1,0,63,0.00,1993,Traffic
1592-1,0,133,0.00,1980,Traffic
6670-1,0,56,0.00,1993,Traffic
603-1,0,17,0.00,1978,Traffic
1589-1,1,117,0.01,1978,Traffic
6668-1,1,64,0.02,1992,Traffic
1592-2,0,133,0.00,1983,Traffic
642-1,0,26,0.00,1978,Traffic
379-1,0,68,0.00,1979,Traffic
6613-1,0,19,0.00,1986,Traffic
2881-1,0,19,0.00,1997,Traffic
6524-1,0,31,0.00,1988,Traffic
6357-1,0,100,0.00,1988,Traffic
6302-1,0,25,0.00,1982,Supplemental
6301-1,0,26,0.00,1986,Supplemental
302-2,0,1,0.00,1978,Supplemental
6304-1,0,1,0.00,1980,Supplemental
6002-1,0,16,0.00,1983,Supplemental
6310-1,0,1,0.00,1986,Supplemental
6307-1,0,9,0.00,1983,Supplemental
553-1,0,1,0.00,1979,Supplemental
6313-1,0,1,0.00,1986,Supplemental
6308-1,0,9,0.00,1982,Supplemental
6306-1,0,10,0.00,1980,Supplemental
6312-1,0,1,0.00,1986,Supplemental
6311-1,0,1,0.00,1986,Supplemental
0011-2,0,10,0.00,1978,Supplemental
6315-1,0,10,0.00,1988,Supplemental
6319-1,0,24,0.00,1993,Supplemental
551-1,0,1,0.00,1979,Supplemental
302-1,0,1,0.00,1983,Supplemental
6309-1,0,30,0.00,1988,Supplemental
6305-1,0,6,0.00,1980,Supplemental
6314-1,0,30,0.00,1992,Supplemental
6317-1,0,8,0.00,1988,Supplemental
2181-1,2,4,0.50,1997,Supplemental
300-1,0,1,0.00,1978,Supplemental
552-1,0,1,0.00,1979,Supplemental
6628-2,0,5,0.00,1984,Supplemental
6347-1,0,9,0.00,1991,Supplemental
6318-1,0,22,0.00,1996,Supplemental
6316-1,0,11,0.00,1988,Supplemental
301-1,0,1,0.00,1978,Supplemental
1958-1,0,16,0.00,1993,Recreation
1817-1,1,84,0.01,1996,Recreation
6351-1,1,113,0.01,1992,Recreation
6552-1,1,147,0.01,1993,Recreation
2531-1,0,73,0.00,1998,Recreation
2769-1,0,73,0.00,1999,Recreation
6514-1,0,23,0.00,1994,Recreation
1792-1,0,41,0.00,1994,Recreation
6355-1,0,61,0.00,1989,Recreation
1741-1,0,25,0.00,1994,Recreation
6665-1,0,46,0.00,1994,Recreation
6534-1,1,35,0.03,1992,Recreation
6563-1,0,133,0.00,1996,Recreation
1742-1,0,50,0.00,1994,Recreation
1790-1,0,18,0.00,1994,Recreation
6595-1,2,55,0.04,1993,Recreation
1740-1,0,12,0.00,1994,Recreation
1791-1,0,43,0.00,1994,Recreation
6395-1,1,228,0.00,1988,Race
6510-1,1,26,0.04,1991,Race
6551-1,1,105,0.01,1992,Race
6669-1,0,56,0.00,1991,Race
2535-1,0,21,0.00,1998,Race
6503-1,1,23,0.04,1988,Race
6436-1,0,15,0.00,1999,Race
1991-1,0,48,0.00,1993,Race
6335-1,2,159,0.01,1996,Race
1477-1,0,27,0.00,1991,Race
1497-1,1,69,0.01,1987,Race
6406-1,0,15,0.00,1997,Race
1821-1,0,90,0.00,1996,Race
6561-1,0,124,0.00,1994,Race
6337-1,2,151,0.01,1996,Race
6646-1,0,42,0.00,1991,Race
6484-1,2,147,0.01,1995,Race
6381-1,0,113,0.00,1987,Race
1096-1,0,15,0.00,1997,Race
1992-1,0,49,0.00,1993,Race
1517-1,0,23,0.00,1989,Race
6634-1,1,26,0.04,1986,Race
1461-1,0,20,0.00,1992,Race
6639-1,0,48,0.00,1995,Race
6591-1,1,73,0.01,1989,Race
1762-1,0,13,0.00,1995,Race
6400-1,0,15,0.00,1997,Race
6546-1,0,25,0.00,1996,Race
6609-1,0,13,0.00,1980,Race
6509-1,0,29,0.00,1991,Race
1528-1,1,18,0.06,1986,Race
1990-1,0,22,0.00,1993,Race
6605-1,0,14,0.00,1984,Race
1665-1,0,58,0.00,1990,Race
1899-1,0,17,0.00,1989,Race
1693-1,0,14,0.00,1992,Race
1563-1,0,20,0.00,1990,Race
1760-1,0,13,0.00,1995,Race
6648-1,0,39,0.00,1992,Race
6334-1,3,109,0.03,1996,Race
6539-1,0,194,0.00,1993,Race
1467-1,0,20,0.00,1987,Race
6498-1,0,15,0.00,1999,Race
1496-1,1,31,0.03,1987,Race
6502-1,1,18,0.06,1987,Race
1898-1,0,19,0.00,1989,Race
2886-1,0,16,0.00,1997,Race
6526-1,0,32,0.00,1989,Race
6677-1,0,44,0.00,1986,Race
1612-1,0,20,0.00,1988,Race
6604-1,0,20,0.00,1985,Race
2554-1,3,89,0.03,1998,Race
1750-1,0,23,0.00,1992,Race
1631-1,0,15,0.00,1990,Race
1890-1,0,32,0.00,1992,Race
1518-1,0,44,0.00,1989,Race
6528-1,0,26,0.00,1989,Race
3056-1,0,15,0.00,1998,Race
6362-1,0,53,0.00,1982,Post Office
107-2,1,56,0.02,1985,Post Office
6420-1,1,12,0.08,1998,Post Office
6651-1,0,31,0.00,1982,Post Office
105-1,0,34,0.00,1984,Post Office
6622-1,0,22,0.00,1984,Post Office
6689-1,1,31,0.03,1985,Post Office
6642-1,1,45,0.02,1988,Police
381-2,0,104,0.00,1979,Police
1895-1,0,51,0.00,1992,Police
6600-1,0,16,0.00,1981,Police
6354-1,0,96,0.00,1990,Police
6384-1,1,126,0.01,1983,Police
6386-1,2,148,0.01,1986,Police
588-1,0,104,0.00,1979,Police
1610-1,0,14,0.00,1991,Police
1786-1,0,96,0.00,1995,Police
6522-1,0,19,0.00,1987,Police
6450-1,0,54,0.00,1986,Police
644-2,0,27,0.00,1978,Police
6664-1,1,44,0.02,1993,Police
540-2,0,27,0.00,1979,Police
6632-1,0,32,0.00,1985,Police
621-1,0,21,0.00,1978,Police
6623-1,0,24,0.00,1983,Police
6506-1,0,21,0.00,1989,Police
6625-1,1,39,0.03,1996,Police
6348-1,1,153,0.01,1994,Police
6676-1,1,60,0.02,1986,Police
6681-1,0,42,0.00,1981,Police
60141-1,0,345,0.00,2017,Police
6430-1,1,73,0.01,1991,Police
6344-1,1,101,0.01,1993,Police
600-2,0,16,0.00,1978,Police
6545-1,1,140,0.01,1996,Police
645-1,0,30,0.00,1979,Police
6684-1,1,44,0.02,1984,Police
6533-1,0,37,0.00,1992,Police
6398-1,2,221,0.01,1993,Police
6598-1,2,238,0.01,1996,Police
1611-1,0,14,0.00,1991,Off-Road
6659-1,0,40,0.00,1986,Off-Road
106-1,1,36,0.03,1985,Off-Road
1730-1,0,18,0.00,1994,Off-Road
6672-1,3,43,0.07,1990,Off-Road
1710-1,0,18,0.00,1994,Off-Road
6641-1,0,40,0.00,1987,Off-Road
6675-1,0,39,0.00,1988,Off-Road
6660-1,0,34,0.00,1989,Off-Road
6523-1,0,32,0.00,1987,Hospital
6482-1,1,99,0.01,1989,Hospital
6691-1,1,55,0.02,1981,Hospital
6356-1,0,79,0.00,1988,Hospital
6380-1,1,105,0.01,1987,Hospital
1896-1,0,119,0.00,1992,Hospital
606-1,0,17,0.00,1978,Hospital
6666-1,1,49,0.02,1994,Hospital
6364-1,0,64,0.00,1980,Hospital
623-1,1,21,0.05,1978,Hospital
6629-1,0,24,0.00,1981,Hospital
6680-1,0,39,0.00,1981,Hospital
6626-1,1,22,0.05,1981,Hospital
6688-1,0,39,0.00,1985,Hospital
626-2,0,21,0.00,1978,Hospital
6508-1,0,28,0.00,1990,Harbor
6542-1,1,319,0.00,1991,Harbor
1069-1,0,19,0.00,1999,Harbor
1562-1,0,19,0.00,1990,Harbor
6517-1,2,24,0.08,1996,Harbor
6596-1,1,77,0.01,1995,Harbor
6483-1,1,145,0.01,1994,Harbor
6513-1,0,22,0.00,1993,Harbor
2882-1,0,19,0.00,1997,Harbor
6541-1,1,236,0.00,1991,Harbor
6543-1,0,301,0.00,1994,Harbor
1632-1,0,23,0.00,1990,Harbor
6679-1,1,45,0.02,1991,Harbor
6540-1,0,167,0.00,1991,Harbor
6663-1,0,52,0.00,1993,Harbor
6537-1,0,34,0.00,1994,Harbor
6698-1,0,76,0.00,1986,Harbor
2883-1,0,18,0.00,1997,Harbor
6695-1,0,52,0.00,1984,Station
6472-1,0,189,0.00,2001,Station
1470-1,0,17,0.00,1987,Station
6371-1,1,101,0.01,1983,Station
377-1,0,73,0.00,1978,Station
671-1,1,36,0.03,1978,Station
6378-1,0,99,0.00,1986,Station
6628-1,0,23,0.00,1981,Station
6610-1,2,16,0.13,1981,Station
601-1,0,12,0.00,1978,Station
6696-1,0,50,0.00,1984,Station
6562-1,0,113,0.00,1995,Station
554-1,1,37,0.03,1979,Station
6397-1,0,179,0.00,1992,Station
6375-2,0,95,0.00,1980,Station
1468-1,1,21,0.05,1987,Station
6394-1,6,213,0.03,1988,Station
6594-1,1,70,0.01,1992,Station
2887-1,0,12,0.00,1997,Station
604-1,0,14,0.00,1978,Station
2885-1,0,21,0.00,1997,Food & Drink
1581-2,0,55,0.00,1990,Food & Drink
6350-1,0,78,0.00,1994,Food & Drink
1029-1,0,47,0.00,1999,Food & Drink
1620-2,0,88,0.00,1978,Food & Drink
10037-1,0,81,0.00,2002,Food & Drink
6601-1,0,19,0.00,1985,Food & Drink
1591-1,1,19,0.05,1980,Food & Drink
675-1,2,33,0.06,1979,Food & Drink
1952-1,0,57,0.00,1989,Food & Drink
3438-1,0,65,0.00,1999,Food & Drink
6683-1,1,41,0.02,1983,Food & Drink
6376-1,1,78,0.01,1990,Food & Drink
10036-1,1,78,0.01,2002,Food & Drink
6685-1,2,46,0.04,1982,Fire
6382-1,1,99,0.01,1981,Fire
6389-1,1,176,0.01,1990,Fire
374-1,0,84,0.00,1978,Fire
602-1,1,15,0.07,1978,Fire
6611-1,1,16,0.06,1981,Fire
1702-1,0,38,0.00,1994,Fire
6511-1,0,22,0.00,1992,Fire
6602-1,1,15,0.07,1981,Fire
6358-1,0,75,0.00,1987,Fire
6593-1,0,72,0.00,1991,Fire
672-1,0,36,0.00,1978,Fire
6650-1,0,31,0.00,1981,Fire
6571-1,2,190,0.01,1994,Fire
6505-1,0,20,0.00,1988,Fire
1656-1,0,102,0.00,1991,Fire
6621-1,0,28,0.00,1984,Fire
6366-1,0,52,0.00,1984,Fire
6657-1,1,41,0.02,1985,Fire
640-2,1,27,0.04,1978,Fire
620-1,0,20,0.00,1978,Fire
6690-1,1,48,0.02,1980,Fire
6525-1,0,33,0.00,1995,Fire
6385-1,0,105,0.00,1985,Fire
6643-1,0,48,0.00,1988,Fire
6531-1,0,44,0.00,1991,Fire
6612-1,0,21,0.00,1986,Fire
556-1,0,37,0.00,1979,Fire
6340-1,0,93,0.00,1994,Fire
590-1,1,83,0.01,1978,Fire
6480-1,0,72,0.00,1986,Fire
6359-1,1,76,0.01,1986,Farm
6608-1,0,16,0.00,1982,Farm
6361-1,1,75,0.01,1986,Construction
6512-1,0,28,0.00,1992,Construction
558-1,0,36,0.00,1979,Construction
6686-1,0,44,0.00,1984,Construction
1633-1,0,15,0.00,1990,Construction
542-1,0,31,0.00,1979,Construction
622-1,0,19,0.00,1978,Construction
6352-1,0,72,0.00,1991,Construction
670-1,0,36,0.00,1978,Construction
6535-1,0,25,0.00,1995,Construction
674-1,0,29,0.00,1978,Construction
6648-2,0,25,0.00,1980,Construction
6678-1,0,38,0.00,1980,Construction
6507-1,0,18,0.00,1989,Construction
6631-1,0,30,0.00,1985,Construction
6682-1,0,49,0.00,1985,Construction
6532-1,0,30,0.00,1991,Construction
6662-1,0,56,0.00,1992,Construction
6658-1,0,35,0.00,1986,Construction
625-1,0,23,0.00,1978,Construction
6527-1,0,29,0.00,1989,Construction
6630-1,0,23,0.00,1981,Construction
6383-1,0,105,0.00,1981,Construction
6504-1,0,20,0.00,1988,Construction
6603-1,0,19,0.00,1985,Construction
641-1,0,27,0.00,1978,Construction
6581-1,0,66,0.00,1996,Construction
607-1,0,17,0.00,1979,Construction
6481-1,0,93,0.00,1989,Construction
6652-1,0,24,0.00,1983,Construction
6338-1,1,178,0.01,1995,Coast Guard
6697-1,1,56,0.02,1985,Coast Guard
6518-1,0,23,0.00,1996,Coast Guard
575-1,0,65,0.00,1978,Coast Guard
6387-1,2,153,0.01,1989,Coast Guard
6353-1,1,97,0.01,1991,Coast Guard
575-2,0,66,0.00,1978,Coast Guard
6342-1,1,98,0.01,1993,Coast Guard
6375-1,1,103,0.01,1990,Cargo
6377-1,3,124,0.02,1985,Cargo
1831-1,0,81,0.00,1995,Cargo
1525-1,1,56,0.02,1986,Cargo
2149-1,1,78,0.01,1997,Cargo
6624-1,0,29,0.00,1983,Cargo
6367-1,0,58,0.00,1984,Cargo
6391-1,3,143,0.02,1984,Cargo
1831-2,0,81,0.00,1995,Cargo
6692-1,1,47,0.02,1983,Cargo
1651-2,0,66,0.00,1980,Cargo
1552-1,2,94,0.02,1985,Cargo
6388-1,0,156,0.00,1989,Building
6370-1,1,67,0.01,1985,Building
560-1,0,57,0.00,1979,Building
6372-1,1,78,0.01,1982,Building
6365-1,1,58,0.02,1981,Building
6360-1,0,61,0.00,1986,Building
1472-1,0,157,0.00,1987,Building
6349-1,1,89,0.01,1988,Building
6379-1,0,89,0.00,1986,Building
1484-1,0,102,0.00,1987,Building
6592-1,1,67,0.01,1990,Building
376-2,0,57,0.00,1978,Building
6374-1,2,93,0.02,1983,Building
1854-1,1,68,0.01,1996,Building
1690-1,0,21,0.00,1990,Airport
1808-1,0,77,0.00,1996,Airport
1687-1,0,130,0.00,1993,Airport
1560-1,0,20,0.00,1990,Airport
1475-1,0,87,0.00,1991,Airport
2532-1,0,78,0.00,1998,Airport
2147-1,0,104,0.00,1997,Airport
2849-1,0,17,0.00,1997,Airport
3439-1,0,66,0.00,2000,Airport
2774-1,0,88,0.00,1999,Airport
6597-1,1,324,0.00,1994,Airport
6345-1,1,168,0.01,1993,Airport
2718-1,2,80,0.03,2001,Airport
6341-1,1,72,0.01,1994,Airport
6687-1,0,45,0.00,1987,Airport
6615-1,1,46,0.02,1996,Airport
6392-1,1,189,0.01,1985,Airport
6515-1,0,56,0.00,1994,Airport
6536-1,0,34,0.00,1993,Airport
6346-1,1,162,0.01,1992,Airport
1818-1,1,99,0.01,1996,Airport
1973-1,1,61,0.02,1989,Airport
1773-1,1,50,0.02,1996,Airport
6673-1,0,53,0.00,1990,Airport
6440-1,1,87,0.01,1991,Airport
1772-1,1,40,0.03,1991,Airport
1100-1,0,68,0.00,2001,Airport
1775-1,1,93,0.01,1994,Airport
6399-1,3,196,0.02,1990,Airport
10159-2,0,338,0.00,2004,Airport
1974-2,0,47,0.00,1989,Airport
1682-1,0,154,0.00,1990,Airport
6368-1,1,66,0.02,1985,Airport
6331-1,0,104,0.00,1996,Airport
6396-1,4,220,0.02,1990,Airport
1630-1,0,21,0.00,1990,Airport
1561-1,0,21,0.00,1990,Airport
6529-1,0,29,0.00,1990,Airport
2884-1,0,19,0.00,1997,Airport
1959-1,0,24,0.00,1993,Airport
1774-1,0,63,0.00,1991,Airport
60050-1,1,185,0.01,2014,Trains
60051-1,2,124,0.02,2014,Trains
60098-1,0,336,0.00,2015,Trains
60052-1,0,320,0.00,2014,Trains
60034-1,1,145,0.01,2014,Arctic
60036-1,1,295,0.00,2014,Arctic
60033-1,0,68,0.00,2014,Arctic
60062-1,1,333,0.00,2014,Arctic
60064-1,0,177,0.00,2014,Arctic
30310-1,0,35,0.00,2014,Arctic
60032-1,0,37,0.00,2014,Arctic
5002136-1,0,23,0.00,2014,Arctic
60035-1,0,182,0.00,2014,Arctic
850932-1,1,25,0.04,2014,Arctic
60082-1,0,111,0.00,2015,Off-Road
60115-1,2,112,0.02,2016,Off-Road
4433-1,0,101,0.00,2012,Off-Road
60017-1,0,120,0.00,2013,Traffic
8404-1,0,260,0.00,2010,Traffic
60150-1,2,133,0.02,2017,Traffic
7686-1,0,162,0.00,2009,Traffic
60026-1,0,410,0.00,2013,Traffic
30150-1,0,24,0.00,2012,Traffic
60145-1,1,48,0.02,2017,Traffic
3179-1,1,73,0.01,2010,Traffic
60148-1,1,126,0.01,2017,Traffic
60117-1,1,140,0.01,2016,Traffic
3221-1,0,104,0.00,2010,Traffic
7639-1,1,73,0.01,2009,Traffic
30314-1,0,32,0.00,2015,Traffic
8402-1,0,45,0.00,2009,Traffic
4933-1,0,11,0.00,2007,Traffic
60084-1,0,94,0.00,2015,Traffic
7641-1,0,213,0.00,2009,Traffic
7991-1,1,92,0.01,2007,Traffic
60132-1,0,225,0.00,2016,Traffic
4435-1,0,104,0.00,2012,Traffic
5620-1,0,20,0.00,2008,Traffic
7242-1,0,49,0.00,2005,Traffic
60097-1,6,578,0.01,2015,Traffic
60081-1,1,110,0.01,2015,Traffic
3177-1,0,30,0.00,2010,Traffic
7747-1,0,150,0.00,2009,Traffic
7848-1,0,130,0.00,2010,Traffic
5611-1,0,21,0.00,2008,Traffic
4207-1,0,303,0.00,2012,Traffic
4206-2,0,151,0.00,2012,Traffic
60031-1,1,210,0.00,2013,Traffic
4432-1,1,106,0.01,2012,Traffic
30313-1,0,35,0.00,2015,Traffic
7638-1,1,70,0.01,2009,Traffic
60083-1,0,92,0.00,2015,Traffic
60016-1,0,99,0.00,2013,Traffic
60113-1,2,64,0.03,2016,Traffic
7642-1,1,336,0.00,2009,Traffic
7567-1,0,19,0.00,2010,Traffic
7281-1,2,2,1.00,2005,Supplemental
7280-1,2,2,1.00,2005,Supplemental
8401-1,1,54,0.02,2009,Supplemental
60067-1,0,134,0.00,2015,Police
7744-1,0,285,0.00,2008,Police
60139-1,0,184,0.00,2017,Police
60127-1,0,70,0.00,2016,Police
4912-1,0,20,0.00,2005,Police
60046-1,0,212,0.00,2014,Police
30011-1,0,15,0.00,2010,Police
60071-1,0,147,0.00,2015,Police
5000281-1,3,4,0.75,2012,Police
60006-1,0,40,0.00,2013,Police
4438-1,3,159,0.02,2012,Police
5531-1,0,14,0.00,2005,Police
60047-1,1,322,0.00,2014,Police
7287-1,1,106,0.01,2011,Police
60137-1,1,90,0.01,2017,Police
30018-1,0,32,0.00,2012,Police
60140-1,0,257,0.00,2017,Police
5612-1,0,21,0.00,2008,Police
4205-1,0,150,0.00,2012,Police
3648-1,1,104,0.01,2011,Police
7288-1,0,172,0.00,2011,Police
60045-1,1,220,0.00,2014,Police
60068-1,0,219,0.00,2015,Police
7899-1,0,121,0.00,2006,Police
60069-1,1,278,0.00,2015,Police
60143-1,0,205,0.00,2017,Police
7235-2,1,23,0.04,2008,Police
7245-1,1,54,0.02,2005,Police
60042-1,1,66,0.02,2014,Police
30002-1,0,27,0.00,2009,Police
30226-1,0,35,0.00,2014,Police
4440-1,1,263,0.00,2012,Police
60130-1,1,337,0.00,2016,Police
60131-1,1,173,0.01,2016,Police
7236-2,0,36,0.00,2008,Police
4439-1,0,140,0.00,2012,Police
4473-1,0,74,0.00,2013,Police
60136-1,0,63,0.00,2017,Police
60129-1,2,128,0.02,2016,Police
60048-1,0,143,0.00,2014,Police
7741-1,1,66,0.02,2008,Police
60126-1,0,41,0.00,2016,Police
4991-1,0,26,0.00,2007,Police
7235-1,1,26,0.04,2005,Police
7743-1,0,194,0.00,2008,Police
60065-1,0,49,0.00,2015,Police
3658-1,1,119,0.01,2011,Police
60070-1,0,140,0.00,2015,Police
7723-1,1,90,0.01,2008,Police
30228-1,0,26,0.00,2014,Police
3661-1,1,197,0.01,2011,Police
7236-1,0,36,0.00,2005,Police
60138-1,0,150,0.00,2017,Police
60007-1,2,143,0.01,2013,Police
5625-1,0,16,0.00,2008,Police
7286-1,1,102,0.01,2011,Police
7285-1,0,52,0.00,2011,Police
4437-1,0,73,0.00,2012,Police
30346-1,0,38,0.00,2016,Police
60009-1,0,209,0.00,2013,Police
30017-1,0,29,0.00,2012,Police
7498-1,1,263,0.00,2011,Police
60041-1,0,34,0.00,2014,Police
850617-1,0,21,0.00,2013,Police
4441-1,0,140,0.00,2012,Police
60128-1,1,106,0.01,2016,Police
30222-1,0,29,0.00,2013,Police
60142-1,0,82,0.00,2017,Police
30227-1,0,28,0.00,2014,Police
4436-1,0,61,0.00,2012,Police
7279-1,0,48,0.00,2011,Police
60049-1,0,187,0.00,2014,Police
30014-1,0,33,0.00,2011,Police
60044-1,0,154,0.00,2014,Police
60043-1,1,106,0.01,2014,Police
7237-2,1,218,0.00,2006,Police
40110-1,0,59,0.00,2014,Police
7237-1,4,209,0.02,2005,Police
60135-1,1,37,0.03,2017,Police
7245-2,0,53,0.00,2008,Police
30311-1,0,36,0.00,2015,Police
60066-1,0,66,0.00,2015,Police
4897-1,0,20,0.00,2008,Police
60008-1,2,217,0.01,2013,Police
30013-1,0,20,0.00,2010,Police
30351-1,0,38,0.00,2017,Police
30352-1,0,34,0.00,2017,Police
CITY951701-1,0,14,0.00,2017,Police
4431-1,0,107,0.00,2012,Hospital
4429-1,3,195,0.02,2012,Hospital
4936-1,0,20,0.00,2007,Hospital
60116-1,1,104,0.01,2016,Hospital
2064-1,1,64,0.02,2007,Hospital
7890-1,0,61,0.00,2006,Hospital
7892-1,1,172,0.01,2006,Hospital
1249-1,0,16,0.00,1999,Hospital
7267-1,0,12,0.00,2005,Hospital
7902-1,1,41,0.02,2006,Hospital
30000-1,0,24,0.00,2009,Hospital
7903-1,1,113,0.01,2006,Hospital
4645-1,0,221,0.00,2011,Harbor
4644-1,0,140,0.00,2011,Harbor
30015-1,0,20,0.00,2011,Harbor
60085-1,0,137,0.00,2015,Harbor
4642-1,1,50,0.02,2011,Harbor
7994-1,3,260,0.01,2007,Harbor
4643-1,1,124,0.01,2011,Harbor
60119-1,1,124,0.01,2016,Harbor
3178-1,1,66,0.02,2010,Harbor
4641-1,0,28,0.00,2011,Harbor
2230-1,0,62,0.00,2008,Harbor
60002-1,0,103,0.00,2013,Fire
7906-1,0,87,0.00,2007,Fire
7266-1,0,18,0.00,2005,Fire
853378-1,0,18,0.00,2012,Fire
4208-1,0,96,0.00,2012,Fire
60112-1,0,157,0.00,2016,Fire
60003-1,0,136,0.00,2013,Fire
7241-1,0,38,0.00,2005,Fire
7942-1,1,70,0.01,2007,Fire
30221-1,0,26,0.00,2013,Fire
60010-1,0,121,0.00,2013,Fire
60107-1,0,101,0.00,2016,Fire
4427-1,0,35,0.00,2012,Fire
5532-1,0,22,0.00,2005,Fire
60004-1,0,283,0.00,2013,Fire
60106-1,0,72,0.00,2016,Fire
7239-1,1,104,0.01,2005,Fire
4430-1,0,198,0.00,2012,Fire
4992-1,0,15,0.00,2007,Fire
20002-1,0,38,0.00,2008,Fire
850618-1,0,24,0.00,2013,Fire
60000-1,1,33,0.03,2013,Fire
60105-1,0,46,0.00,2016,Fire
60109-1,0,202,0.00,2016,Fire
7207-1,0,134,0.00,2010,Fire
7945-1,1,216,0.00,2007,Fire
4209-1,0,185,0.00,2012,Fire
30347-1,0,41,0.00,2016,Fire
30019-1,0,29,0.00,2012,Fire
7208-1,0,195,0.00,2010,Fire
60108-1,0,146,0.00,2016,Fire
60111-1,0,169,0.00,2016,Fire
30010-1,0,22,0.00,2010,Fire
60001-1,0,52,0.00,2013,Fire
4938-1,0,21,0.00,2007,Fire
4900-1,0,30,0.00,2008,Fire
7213-1,1,165,0.01,2010,Fire
60005-1,2,127,0.02,2013,Fire
30220-1,0,30,0.00,2013,Fire
4914-1,0,20,0.00,2005,Fire
60110-1,0,353,0.00,2016,Fire
30001-1,0,25,0.00,2009,Fire
7240-1,2,129,0.02,2005,Fire
60088-1,0,69,0.00,2015,Fire
7238-1,1,51,0.02,2005,Fire
7944-1,1,122,0.01,2007,Fire
7206-1,1,152,0.01,2010,Fire
5613-1,0,23,0.00,2008,Fire
7566-1,0,16,0.00,2010,Farm
7635-1,1,75,0.01,2009,Farm
7636-1,0,132,0.00,2009,Farm
7684-1,0,133,0.00,2010,Farm
7634-1,1,51,0.02,2009,Farm
7637-1,1,235,0.00,2009,Farm
4899-1,0,23,0.00,2009,Farm
30229-1,0,28,0.00,2014,Construction
7249-1,1,164,0.01,2005,Construction
30003-1,0,18,0.00,2009,Construction
5642-1,0,15,0.00,2009,Construction
30151-1,0,24,0.00,2012,Construction
30312-1,0,28,0.00,2015,Construction
7631-1,0,86,0.00,2009,Construction
7746-1,1,98,0.01,2009,Construction
60072-1,0,58,0.00,2015,Construction
7905-1,1,194,0.01,2006,Construction
7248-1,1,73,0.01,2005,Construction
60018-1,1,105,0.01,2013,Construction
7344-1,1,71,0.01,2005,Construction
4204-1,0,335,0.00,2012,Construction
4434-1,0,92,0.00,2012,Construction
4201-1,0,82,0.00,2012,Construction
7243-1,1,129,0.01,2005,Construction
7685-1,1,105,0.01,2009,Construction
7998-1,2,101,0.02,2007,Construction
5610-1,0,20,0.00,2008,Construction
7246-1,0,25,0.00,2005,Construction
30348-1,0,30,0.00,2016,Construction
4200-1,1,70,0.01,2012,Construction
30152-1,0,28,0.00,2012,Construction
7900-1,0,121,0.00,2006,Construction
60074-1,0,155,0.00,2015,Construction
60073-1,0,115,0.00,2015,Construction
60076-1,1,300,0.00,2015,Construction
7633-1,1,288,0.00,2009,Construction
7632-1,1,124,0.01,2009,Construction
5627-1,0,16,0.00,2008,Construction
7990-1,1,96,0.01,2007,Construction
7630-1,0,65,0.00,2009,Construction
4203-1,0,143,0.00,2012,Construction
60075-1,0,131,0.00,2015,Construction
5621-1,0,17,0.00,2008,Coast Guard
60014-1,1,208,0.00,2013,Coast Guard
60011-1,1,35,0.03,2013,Coast Guard
4210-1,0,184,0.00,2008,Coast Guard
7726-1,1,154,0.01,2008,Coast Guard
4898-1,0,31,0.00,2008,Coast Guard
7736-1,0,22,0.00,2008,Coast Guard
5626-1,0,12,0.00,2008,Coast Guard
30225-1,0,34,0.00,2013,Coast Guard
4937-1,0,34,0.00,2007,Coast Guard
7737-1,1,73,0.01,2008,Coast Guard
60013-1,0,140,0.00,2013,Coast Guard
60015-1,1,138,0.01,2013,Coast Guard
60012-1,0,82,0.00,2013,Coast Guard
7739-1,2,212,0.01,2008,Coast Guard
7738-1,1,168,0.01,2008,Coast Guard
7992-1,0,90,0.00,2007,Cargo
7734-1,0,146,0.00,2008,Cargo
7733-1,0,134,0.00,2008,Cargo
60020-1,0,138,0.00,2013,Cargo
60144-1,0,63,0.00,2017,Airport
3222-1,0,114,0.00,2010,Airport
60104-1,0,260,0.00,2016,Airport
30012-1,0,35,0.00,2010,Airport
3182-1,1,249,0.00,2010,Airport
60021-1,1,158,0.01,2013,Airport
3181-1,0,125,0.00,2010,Airport
60101-1,0,95,0.00,2016,Airport
60102-1,1,184,0.01,2016,Airport
7891-1,0,78,0.00,2006,Airport
