SET_NUM,UNIQUE_PARTS_IN_SET,TOTAL_PARTS_IN_SET,UNIQUENESS_RATIO,SET_YEAR,THEME_NAME
9871-1,0,7,0.00,1992,Technic
9853-1,0,7,0.00,1992,Technic
9857-1,0,24,0.00,1992,Technic
42002-1,0,68,0.00,2013,Technic
9610-1,4,44,0.09,1993,Technic
9826-1,0,1,0.00,1994,Technic
9794-1,0,165,0.00,2003,Technic
42063-1,1,112,0.01,2017,Technic
9964-1,0,4,0.00,1994,Technic
9615-1,0,3,0.00,1997,Technic
1317-1,0,1,0.00,1987,Technic
1092-1,2,76,0.03,1986,Technic
1322-1,0,3,0.00,1987,Technic
9892-1,0,1,0.00,1995,Technic
1032-1,1,46,0.02,1985,Technic
9971-1,0,3,0.00,1994,Technic
9898-1,0,1,0.00,1996,Technic
9965-1,0,2,0.00,1994,Technic
9974-1,0,15,0.00,1994,Technic
9701-1,9,139,0.06,1995,Technic
9855-1,0,6,0.00,1992,Technic
42060-1,0,98,0.00,2017,Technic
9937-1,0,2,0.00,1998,Technic
9617-1,6,40,0.15,1997,Technic
9633-1,6,65,0.09,1999,Technic
1321-1,0,2,0.00,1987,Technic
1325-1,0,3,0.00,1987,Technic
1339-1,0,3,0.00,1987,Technic
9649-1,0,105,0.00,2003,Technic
42023-1,0,151,0.00,2014,Technic
42048-1,1,92,0.01,2016,Technic
42058-1,2,58,0.03,2017,Technic
9604-1,5,35,0.14,1992,Technic
1336-1,1,1,1.00,1985,Technic
9961-1,0,4,0.00,1994,Technic
9972-1,0,15,0.00,1994,Technic
9786-1,0,68,0.00,2003,Technic
42027-1,0,54,0.00,2014,Technic
42029-1,0,153,0.00,2014,Technic
42011-1,0,55,0.00,2013,Technic
9823-1,0,7,0.00,1994,Technic
9870-1,0,6,0.00,1992,Technic
1324-1,0,4,0.00,1985,Technic
9867-1,0,1,0.00,1992,Technic
9864-1,0,1,0.00,1992,Technic
41999-1,2,190,0.01,2013,Technic
1168-1,0,1,0.00,1986,Technic
9889-1,0,1,0.00,1995,Technic
9702-1,0,71,0.00,1993,Technic
9753-1,0,5,0.00,1993,Technic
9707-1,0,83,0.00,1996,Technic
9854-1,0,2,0.00,1992,Technic
9723-1,5,119,0.04,2000,Technic
9943-1,0,9,0.00,1998,Technic
8070-1,1,165,0.01,2011,Technic
42043-1,2,252,0.01,2015,Technic
42050-1,1,123,0.01,2016,Technic
9941-1,0,9,0.00,1998,Technic
42005-1,1,66,0.02,2013,Technic
1320-1,0,2,0.00,1987,Technic
9825-1,0,3,0.00,1994,Technic
9831-1,0,1,0.00,1995,Technic
9868-1,0,9,0.00,1992,Technic
9858-1,0,12,0.00,1992,Technic
9648-1,1,117,0.01,2006,Technic
9614-1,2,30,0.07,1995,Technic
9940-1,0,5,0.00,1999,Technic
9963-1,0,5,0.00,1995,Technic
42046-1,1,51,0.02,2016,Technic
9883-1,0,1,0.00,1995,Technic
8252-1,2,51,0.04,1999,Technic
9822-1,0,7,0.00,1994,Technic
1345-1,0,7,0.00,1986,Technic
42052-1,1,155,0.01,2016,Technic
1316-1,0,1,0.00,1987,Technic
42021-1,1,50,0.02,2014,Technic
8230-1,1,68,0.01,1996,Technic
42026-1,1,41,0.02,2014,Technic
9824-1,0,7,0.00,1994,Technic
9852-1,0,2,0.00,1992,Technic
42006-1,0,115,0.00,2013,Technic
9973-1,0,15,0.00,1994,Technic
9938-1,0,2,0.00,1999,Technic
9960-1,0,3,0.00,1994,Technic
9939-1,0,5,0.00,1999,Technic
42059-1,1,51,0.02,2017,Technic
9888-1,0,1,0.00,2002,Technic
42026-2,0,43,0.00,2014,Technic
9942-1,0,8,0.00,1998,Technic
42049-1,1,98,0.01,2016,Technic
2-1,0,2,0.00,1982,Technic
9966-1,0,2,0.00,1999,Technic
9684-1,0,109,0.00,2003,Technic
42024-1,0,130,0.00,2014,Technic
9397-1,1,162,0.01,2012,Technic
9876-1,0,1,0.00,1992,Technic
1346-1,0,1,0.00,1987,Technic
9709-1,0,1,0.00,1998,Technic
9863-1,0,1,0.00,1992,Technic
1314-1,0,2,0.00,1987,Technic
9851-1,0,11,0.00,1992,Technic
1340-1,0,3,0.00,1987,Technic
9897-1,0,3,0.00,1998,Technic
1039-1,0,13,0.00,1986,Technic
9968-1,0,3,0.00,1994,Technic
42054-1,1,231,0.00,2016,Technic
9859-1,0,1,0.00,1992,Technic
42001-1,0,42,0.00,2013,Technic
9785-1,0,68,0.00,2003,Technic
9856-1,0,9,0.00,1992,Technic
42056-1,9,243,0.04,2016,Technic
9636-1,0,2,0.00,2000,Technic
9609-1,0,110,0.00,1995,Technic
9665-1,1,78,0.01,2001,Technic
9612-1,3,22,0.14,1993,Technic
8253-1,2,53,0.04,1999,Technic
42053-1,3,172,0.02,2016,Technic
9630-1,1,61,0.02,1997,Technic
42022-1,1,101,0.01,2014,Technic
42020-1,1,55,0.02,2014,Technic
42010-1,0,49,0.00,2013,Technic
9390-1,0,54,0.00,2012,Technic
1038-1,0,47,0.00,1985,Technic
9927-1,0,7,0.00,1999,Technic
42045-1,0,63,0.00,2016,Technic
9899-1,0,5,0.00,1999,Technic
9862-1,0,10,0.00,1992,Technic
9848-1,0,5,0.00,1997,Technic
9872-1,0,6,0.00,1992,Technic
9861-1,0,2,0.00,1992,Technic
9865-1,0,2,0.00,1992,Technic
1315-1,0,1,0.00,1987,Technic
9970-1,0,4,0.00,1994,Technic
9928-1,0,7,0.00,1999,Technic
9916-1,0,1,0.00,1999,Technic
9776-1,0,4,0.00,1999,Technic
42008-1,2,155,0.01,2013,Technic
9820-1,0,4,0.00,1989,Technic
1337-1,0,2,0.00,1985,Technic
9890-1,0,1,0.00,1995,Technic
42061-1,1,86,0.01,2017,Technic
9891-1,0,1,0.00,1995,Technic
9969-1,0,3,0.00,1994,Technic
1090-1,3,61,0.05,1986,Technic
42066-1,0,154,0.00,2017,Technic
42057-1,1,84,0.01,2017,Technic
9685-1,0,29,0.00,2003,Technic
42042-1,4,153,0.03,2015,Technic
970098-1,0,65,0.00,2001,Technic
42062-1,0,127,0.00,2017,Technic
42063-40,0,110,0.00,2017,Technic
1326-1,0,2,0.00,1987,Technic
1319-1,0,2,0.00,1987,Technic
9967-1,0,3,0.00,1994,Technic
42044-1,1,48,0.02,2016,Technic
9912-1,0,1,0.00,1999,Technic
9637-1,0,2,0.00,2000,Technic
9900-1,0,8,0.00,1999,Technic
9866-1,0,4,0.00,1992,Technic
5311-1,0,1,0.00,1996,Technic
1318-1,0,3,0.00,1987,Technic
9860-1,0,1,0.00,1992,Technic
1030-1,1,45,0.02,1985,Technic
42007-1,1,82,0.01,2013,Technic
9885-1,0,1,0.00,1995,Technic
42065-1,0,66,0.00,2017,Technic
42047-1,1,54,0.02,2016,Technic
42064-1,0,181,0.00,2017,Technic
60159-1,3,180,0.02,2017,Jungle
60160-1,7,192,0.04,2017,Jungle
75166-1,4,56,0.07,2017,Star Wars Episode 8
71018-4,0,5,0.00,2017,Series 17 Minifigures
71018-16,0,8,0.00,2017,Series 17 Minifigures
71018-2,0,6,0.00,2017,Series 17 Minifigures
71018-5,0,6,0.00,2017,Series 17 Minifigures
71018-14,0,7,0.00,2017,Series 17 Minifigures
71018-7,0,9,0.00,2017,Series 17 Minifigures
71018-18,0,96,0.00,2017,Series 17 Minifigures
71018-3,0,7,0.00,2017,Series 17 Minifigures
71018-12,0,8,0.00,2017,Series 17 Minifigures
71018-15,0,7,0.00,2017,Series 17 Minifigures
71018-11,0,7,0.00,2017,Series 17 Minifigures
71018-6,0,9,0.00,2017,Series 17 Minifigures
71018-1,0,6,0.00,2017,Series 17 Minifigures
71018-8,0,6,0.00,2017,Series 17 Minifigures
71018-10,0,9,0.00,2017,Series 17 Minifigures
71018-9,0,7,0.00,2017,Series 17 Minifigures
71018-13,0,7,0.00,2017,Series 17 Minifigures
41586-1,1,48,0.02,2017,Brickheadz
41591-1,2,57,0.04,2017,Brickheadz
41596-1,1,53,0.02,2017,Brickheadz
41594-1,2,60,0.03,2017,Brickheadz
41492-1,6,67,0.09,2016,Brickheadz
41585-1,2,37,0.05,2017,Brickheadz
41590-1,3,40,0.08,2017,Brickheadz
41587-1,1,48,0.02,2017,Brickheadz
41588-1,3,60,0.05,2017,Brickheadz
41589-1,3,44,0.07,2017,Brickheadz
41592-1,2,35,0.06,2017,Brickheadz
41595-1,2,64,0.03,2017,Brickheadz
41593-1,4,62,0.06,2017,Brickheadz
41493-1,5,73,0.07,2016,Brickheadz
71040-1,20,700,0.03,2016,Disney
75828-1,16,209,0.08,2016,Ghostbusters
75824-1,4,197,0.02,2016,Angry Birds
75822-1,1,85,0.01,2016,Angry Birds
75821-1,2,61,0.03,2016,Angry Birds
75823-1,4,150,0.03,2016,Angry Birds
75825-1,9,240,0.04,2016,Angry Birds
75826-1,6,237,0.03,2016,Angry Birds
30372-1,0,29,0.00,2016,Nexo Knights
5004389-1,0,7,0.00,2016,Nexo Knights
70339-1,3,55,0.05,2016,Nexo Knights
70324-1,1,120,0.01,2016,Nexo Knights
70335-1,2,49,0.04,2016,Nexo Knights
70318-1,0,63,0.00,2016,Nexo Knights
NEX271611-1,0,10,0.00,2016,Nexo Knights
NEX271609-1,0,15,0.00,2016,Nexo Knights
NK271604-1,0,6,0.00,2016,Nexo Knights
70334-1,1,51,0.02,2016,Nexo Knights
70316-1,4,295,0.01,2016,Nexo Knights
70331-1,3,64,0.05,2016,Nexo Knights
70315-1,1,140,0.01,2016,Nexo Knights
70319-1,3,98,0.03,2016,Nexo Knights
30378-1,0,32,0.00,2017,Nexo Knights
70314-1,6,139,0.04,2016,Nexo Knights
NEX271606-1,0,15,0.00,2016,Nexo Knights
5004388-1,0,6,0.00,2016,Nexo Knights
30374-1,0,25,0.00,2016,Nexo Knights
70310-1,0,56,0.00,2016,Nexo Knights
853516-1,0,20,0.00,2016,Nexo Knights
70322-1,7,295,0.02,2016,Nexo Knights
30371-1,0,26,0.00,2016,Nexo Knights
70333-1,1,43,0.02,2016,Nexo Knights
70312-1,2,134,0.01,2016,Nexo Knights
70327-1,2,145,0.01,2016,Nexo Knights
70336-1,2,48,0.04,2016,Nexo Knights
271605-1,0,11,0.00,2016,Nexo Knights
70320-1,2,147,0.01,2016,Nexo Knights
NEX271610-1,0,18,0.00,2016,Nexo Knights
853515-1,0,19,0.00,2016,Nexo Knights
70313-1,7,110,0.06,2016,Nexo Knights
NK271602-1,0,20,0.00,2016,Nexo Knights
NK271601-1,0,13,0.00,2016,Nexo Knights
70338-1,2,49,0.04,2016,Nexo Knights
30373-1,0,33,0.00,2016,Nexo Knights
NEX271607-1,0,11,0.00,2016,Nexo Knights
70337-1,3,53,0.06,2016,Nexo Knights
70311-1,0,59,0.00,2016,Nexo Knights
70326-1,5,202,0.02,2016,Nexo Knights
70332-1,3,49,0.06,2016,Nexo Knights
70325-1,3,129,0.02,2016,Nexo Knights
70330-1,3,47,0.06,2016,Nexo Knights
NEX271608-1,0,16,0.00,2016,Nexo Knights
70321-1,5,184,0.03,2016,Nexo Knights
70366-1,4,60,0.07,2017,Nexo Knights
70372-1,0,4,0.00,2017,Nexo Knights
TRUNEXO-2,0,18,0.00,2016,Nexo Knights
TRUNEXO-1,0,13,0.00,2016,Nexo Knights
70347-1,0,57,0.00,2017,Nexo Knights
70349-1,6,109,0.06,2017,Nexo Knights
70350-1,11,120,0.09,2017,Nexo Knights
70351-1,10,174,0.06,2017,Nexo Knights
70358-1,3,120,0.03,2017,Nexo Knights
70352-1,18,290,0.06,2017,Nexo Knights
70323-1,9,433,0.02,2016,Nexo Knights
NK271603-1,0,17,0.00,2016,Nexo Knights
70317-1,10,347,0.03,2016,Nexo Knights
30376-1,0,24,0.00,2017,Nexo Knights
70363-1,6,47,0.13,2017,Nexo Knights
70365-1,4,53,0.08,2017,Nexo Knights
NEX271712-1,0,16,0.00,2017,Nexo Knights
70362-1,6,54,0.11,2017,Nexo Knights
70364-1,6,58,0.10,2017,Nexo Knights
70348-1,5,126,0.04,2017,Nexo Knights
MYERNEXO-1,0,11,0.00,2016,Nexo Knights
MYERNEXO-2,0,16,0.00,2016,Nexo Knights
NEX271714-1,0,13,0.00,2017,Nexo Knights
70359-1,2,121,0.02,2017,Nexo Knights
30377-1,0,36,0.00,2017,Nexo Knights
71205-1,3,73,0.04,2015,Dimensions
71207-1,2,56,0.04,2015,Dimensions
71200-1,0,118,0.00,2015,Dimensions
71285-1,4,29,0.14,2016,Dimensions
71170-1,0,118,0.00,2015,Dimensions
71213-1,1,41,0.02,2015,Dimensions
71240-1,1,40,0.03,2016,Dimensions
71210-1,1,36,0.03,2015,Dimensions
71235-1,5,63,0.08,2016,Dimensions
71232-1,3,48,0.06,2015,Dimensions
71230-1,2,44,0.05,2016,Dimensions
71223-1,3,37,0.08,2015,Dimensions
71222-1,3,36,0.08,2015,Dimensions
71216-1,1,40,0.03,2015,Dimensions
71217-1,1,40,0.03,2015,Dimensions
71220-1,2,37,0.05,2015,Dimensions
71236-1,1,28,0.04,2016,Dimensions
71247-1,3,66,0.05,2016,Dimensions
71201-1,2,53,0.04,2015,Dimensions
71214-1,1,33,0.03,2015,Dimensions
71206-1,3,50,0.06,2015,Dimensions
71174-1,0,118,0.00,2015,Dimensions
71229-1,3,71,0.04,2016,Dimensions
71227-1,1,27,0.04,2015,Dimensions
71202-1,2,56,0.04,2015,Dimensions
71242-1,3,125,0.02,2016,Dimensions
71342-1,1,7,0.14,2016,Dimensions
71239-1,1,29,0.03,2016,Dimensions
71251-1,6,41,0.15,2016,Dimensions
71171-1,0,118,0.00,2015,Dimensions
71253-1,5,94,0.05,2016,Dimensions
71212-1,1,40,0.03,2015,Dimensions
71233-1,3,33,0.09,2016,Dimensions
71173-1,0,118,0.00,2015,Dimensions
71211-1,2,25,0.08,2015,Dimensions
71246-1,7,54,0.13,2016,Dimensions
71256-1,7,64,0.11,2016,Dimensions
71221-1,4,32,0.13,2015,Dimensions
71237-1,1,27,0.04,2016,Dimensions
71257-1,5,43,0.12,2016,Dimensions
71238-1,4,28,0.14,2016,Dimensions
71241-1,2,24,0.08,2016,Dimensions
71234-1,1,41,0.02,2016,Dimensions
71248-1,3,46,0.07,2016,Dimensions
71219-1,1,32,0.03,2015,Dimensions
71209-1,1,24,0.04,2015,Dimensions
71215-1,1,35,0.03,2015,Dimensions
71231-1,3,58,0.05,2015,Dimensions
71218-1,1,24,0.04,2015,Dimensions
71245-1,6,54,0.11,2016,Dimensions
71244-1,5,60,0.08,2016,Dimensions
71286-1,1,28,0.04,2017,Dimensions
71228-1,2,88,0.02,2016,Dimensions
71203-1,6,56,0.11,2015,Dimensions
71204-1,6,51,0.12,2015,Dimensions
71258-1,4,43,0.09,2016,Dimensions
71172-1,0,118,0.00,2015,Dimensions
71340-1,1,6,0.17,2016,Dimensions
75904-1,11,295,0.04,2015,Scooby-Doo
75902-1,8,132,0.06,2015,Scooby-Doo
75900-1,5,63,0.08,2015,Scooby-Doo
75903-1,6,214,0.03,2015,Scooby-Doo
75901-1,4,79,0.05,2015,Scooby-Doo
30601-1,1,2,0.50,2016,Scooby-Doo
75920-1,14,152,0.09,2015,Jurassic World
30320-1,2,24,0.08,2015,Jurassic World
75917-1,17,159,0.11,2015,Jurassic World
75915-1,7,102,0.07,2015,Jurassic World
75918-1,10,180,0.06,2015,Jurassic World
75919-1,15,293,0.05,2015,Jurassic World
75916-1,9,121,0.07,2015,Jurassic World
75912-1,5,225,0.02,2015,Speed Champions
75908-1,3,81,0.04,2015,Speed Champions
75910-1,2,75,0.03,2015,Speed Champions
75874-1,2,178,0.01,2016,Speed Champions
75875-1,6,284,0.02,2016,Speed Champions
75899-1,2,83,0.02,2015,Speed Champions
75876-1,8,289,0.03,2016,Speed Champions
75872-1,2,89,0.02,2016,Speed Champions
75873-1,4,92,0.04,2016,Speed Champions
75870-1,4,91,0.04,2016,Speed Champions
75911-1,3,167,0.02,2015,Speed Champions
75871-1,1,77,0.01,2016,Speed Champions
75913-1,4,284,0.01,2015,Speed Champions
75877-1,3,79,0.04,2017,Speed Champions
75879-1,3,112,0.03,2017,Speed Champions
75882-1,4,204,0.02,2017,Speed Champions
75883-1,6,361,0.02,2017,Speed Champions
75881-1,5,169,0.03,2017,Speed Champions
75878-1,3,79,0.04,2017,Speed Champions
75909-1,3,84,0.04,2015,Speed Champions
75880-1,2,99,0.02,2017,Speed Champions
41071-1,3,79,0.04,2015,Elves
41073-1,2,160,0.01,2015,Elves
41177-1,1,170,0.01,2016,Elves
EL241501-1,0,12,0.00,2015,Elves
41176-1,7,317,0.02,2016,Elves
41179-1,7,302,0.02,2016,Elves
41174-1,3,184,0.02,2016,Elves
41072-1,1,149,0.01,2015,Elves
41074-1,5,168,0.03,2015,Elves
30259-1,0,23,0.00,2015,Elves
EL241502-1,0,11,0.00,2015,Elves
41173-1,2,136,0.01,2016,Elves
41171-1,1,56,0.02,2016,Elves
30375-1,0,20,0.00,2016,Elves
41175-1,3,209,0.01,2016,Elves
41075-1,1,202,0.00,2015,Elves
41077-1,3,169,0.02,2015,Elves
41178-1,2,275,0.01,2016,Elves
41078-1,9,293,0.03,2015,Elves
41180-1,9,380,0.02,2016,Elves
41076-1,1,90,0.01,2015,Elves
41172-1,3,119,0.03,2016,Elves
241602-1,0,14,0.00,2016,Elves
241601-1,0,11,0.00,2016,Elves
41184-1,8,190,0.04,2017,Elves
41182-1,8,145,0.06,2017,Elves
41185-1,10,311,0.03,2017,Elves
41183-1,10,165,0.06,2017,Elves
41181-1,3,62,0.05,2017,Elves
853648-1,0,1,0.00,2017,Elves
5004932,0,36,0.00,2017,LEGO Exclusive
WHITEHOUSE-1,0,15,0.00,2015,Promotional
40194-1,0,31,0.00,2014,Promotional
40227-1,1,68,0.01,2016,Promotional
40146-1,0,45,0.00,2015,Promotional
4002015-1,0,173,0.00,2015,Promotional
40195-1,0,50,0.00,2014,Promotional
40190-1,2,31,0.06,2014,Promotional
40191-1,2,26,0.08,2014,Promotional
40193-1,2,26,0.08,2014,Promotional
2853944-1,1,5,0.20,2010,Promotional
40192-1,2,24,0.08,2014,Promotional
40228-1,1,51,0.02,2016,Promotional
5003083-1,0,17,0.00,2015,Promotional
40225-1,0,58,0.00,2016,Promotional
6176782-1,0,52,0.00,2016,Promotional
40196-1,0,45,0.00,2014,Promotional
5004076-1,0,16,0.00,2014,Promotional
5004077-1,0,2,0.00,2015,Promotional
trucapam-1,0,22,0.00,2016,Promotional
10680-1,2,59,0.03,2015,Juniors
10737-1,3,46,0.07,2017,Juniors
10679-1,3,42,0.07,2015,Juniors
10747-1,5,107,0.05,2017,Juniors
10683-1,2,69,0.03,2015,Juniors
10736-1,2,68,0.03,2017,Juniors
10722-1,5,57,0.09,2016,Juniors
10676-1,3,130,0.02,2014,Juniors
10721-1,2,43,0.05,2016,Juniors
10723-1,2,55,0.04,2016,Juniors
10669-1,3,69,0.04,2014,Juniors
10685-1,1,74,0.01,2015,Juniors
10725-1,6,108,0.06,2016,Juniors
10740-1,0,69,0.00,2017,Juniors
10668-1,1,80,0.01,2014,Juniors
10686-1,5,140,0.04,2015,Juniors
10675-1,4,93,0.04,2014,Juniors
10677-1,1,53,0.02,2015,Juniors
10673-1,1,138,0.01,2014,Juniors
10729-1,6,87,0.07,2016,Juniors
10665-1,2,36,0.06,2014,Juniors
10671-1,2,86,0.02,2014,Juniors
10734-1,0,79,0.00,2017,Juniors
30473-1,0,20,0.00,2016,Juniors
10687-1,10,97,0.10,2015,Juniors
10674-1,2,95,0.02,2014,Juniors
10720-1,1,56,0.02,2016,Juniors
10746-1,5,78,0.06,2017,Juniors
10672-1,3,96,0.03,2014,Juniors
10667-1,0,88,0.00,2014,Juniors
10735-1,1,55,0.02,2017,Juniors
10666-1,0,43,0.00,2014,Juniors
10684-1,2,91,0.02,2015,Juniors
21205-1,1,45,0.02,2014,Fusion
21206-1,1,80,0.01,2014,Fusion
21204-1,2,51,0.04,2014,Fusion
21208-1,1,63,0.02,2014,Fusion
41577-1,0,33,0.00,2016,Series 9
41573-1,0,36,0.00,2016,Series 9
41579-1,1,39,0.03,2016,Series 9
41574-1,0,37,0.00,2016,Series 9
41572-1,1,33,0.03,2016,Series 9
41575-1,1,36,0.03,2016,Series 9
41576-1,0,32,0.00,2016,Series 9
41578-1,0,36,0.00,2016,Series 9
41580-1,0,39,0.00,2016,Series 9
41567-1,1,40,0.03,2016,Series 8
41566-1,0,37,0.00,2016,Series 8
41564-1,0,38,0.00,2016,Series 8
41565-1,0,34,0.00,2016,Series 8
41571-1,0,34,0.00,2016,Series 8
41570-1,1,35,0.03,2016,Series 8
41568-1,0,30,0.00,2016,Series 8
41569-1,0,36,0.00,2016,Series 8
41563-1,0,37,0.00,2016,Series 8
41556-1,1,36,0.03,2016,Series 7
41562-1,0,35,0.00,2016,Series 7
41554-1,0,41,0.00,2016,Series 7
41560-1,1,36,0.03,2016,Series 7
41558-1,0,34,0.00,2016,Series 7
41561-1,1,28,0.04,2016,Series 7
41559-1,0,33,0.00,2016,Series 7
41555-1,1,34,0.03,2016,Series 7
41557-1,0,41,0.00,2016,Series 7
41553-1,0,37,0.00,2015,Series 6
41545-1,0,35,0.00,2015,Series 6
41547-1,1,36,0.03,2015,Series 6
41549-1,1,32,0.03,2015,Series 6
41550-1,0,26,0.00,2015,Series 6
41548-1,0,24,0.00,2015,Series 6
41546-1,0,39,0.00,2015,Series 6
41552-1,0,32,0.00,2015,Series 6
41551-1,0,32,0.00,2015,Series 6
41539-1,0,36,0.00,2015,Series 5
41542-1,0,29,0.00,2015,Series 5
41538-1,0,30,0.00,2015,Series 5
41537-1,0,31,0.00,2015,Series 5
41543-1,0,37,0.00,2015,Series 5
41541-1,0,28,0.00,2015,Series 5
41544-1,0,31,0.00,2015,Series 5
41536-1,0,37,0.00,2015,Series 5
41540-1,0,27,0.00,2015,Series 5
41528-1,0,36,0.00,2015,Series 4
41527-1,0,37,0.00,2015,Series 4
41533-1,1,28,0.04,2015,Series 4
41530-1,0,32,0.00,2015,Series 4
41531-1,0,35,0.00,2015,Series 4
41535-1,0,28,0.00,2015,Series 4
41532-1,0,37,0.00,2015,Series 4
41534-1,0,28,0.00,2015,Series 4
41529-1,0,32,0.00,2015,Series 4
41518-1,0,32,0.00,2014,Series 3
41523-1,0,31,0.00,2014,Series 3
41526-1,0,31,0.00,2014,Series 3
41519-1,0,38,0.00,2014,Series 3
41524-1,0,36,0.00,2014,Series 3
41525-1,0,40,0.00,2014,Series 3
41521-1,0,30,0.00,2014,Series 3
41520-1,0,25,0.00,2014,Series 3
41522-1,0,34,0.00,2014,Series 3
41514-1,0,26,0.00,2014,Series 2
41513-1,0,28,0.00,2014,Series 2
41516-1,0,29,0.00,2014,Series 2
41512-1,0,38,0.00,2014,Series 2
41509-1,0,37,0.00,2014,Series 2
41515-1,0,28,0.00,2014,Series 2
41511-1,0,28,0.00,2014,Series 2
41510-1,0,28,0.00,2014,Series 2
41517-1,0,35,0.00,2014,Series 2
41507-1,0,27,0.00,2014,Series 1
41506-1,0,34,0.00,2014,Series 1
41505-1,0,27,0.00,2014,Series 1
41502-1,0,27,0.00,2014,Series 1
41500-1,0,29,0.00,2014,Series 1
41508-1,0,28,0.00,2014,Series 1
41504-1,0,25,0.00,2014,Series 1
41501-1,0,33,0.00,2014,Series 1
41503-1,0,34,0.00,2014,Series 1
41065-1,4,84,0.05,2016,Disney Princess
41052-1,6,111,0.05,2014,Disney Princess
41051-1,4,87,0.05,2014,Disney Princess
41150-1,10,159,0.06,2016,Disney Princess
30116-1,0,30,0.00,2014,Disney Princess
41141-1,2,50,0.04,2016,Disney Princess
41067-1,12,209,0.06,2016,Disney Princess
41061-1,5,83,0.06,2015,Disney Princess
41054-1,5,141,0.04,2014,Disney Princess
41144-1,4,48,0.08,2017,Disney Princess
10542-1,2,37,0.05,2014,Disney Princess
41063-1,3,180,0.02,2015,Disney Princess
41053-1,3,101,0.03,2014,Disney Princess
41147-1,4,77,0.05,2017,Disney Princess
41060-1,4,69,0.06,2015,Disney Princess
30397-1,0,44,0.00,2016,Disney Princess
41062-1,1,152,0.01,2015,Disney Princess
41068-1,6,209,0.03,2016,Disney Princess
41142-1,4,123,0.03,2016,Disney Princess
41050-1,0,48,0.00,2014,Disney Princess
41143-1,0,26,0.00,2017,Disney Princess
41066-1,5,114,0.04,2016,Disney Princess
41055-1,5,236,0.02,2014,Disney Princess
41069-1,1,54,0.02,2016,Disney Princess
41140-1,2,73,0.03,2016,Disney Princess
41149-1,4,129,0.03,2016,Disney Princess
41148-1,7,236,0.03,2017,Disney Princess
70812-1,6,209,0.03,2014,The LEGO Movie
30281-1,0,24,0.00,2014,The LEGO Movie
70806-1,1,134,0.01,2014,The LEGO Movie
70809-1,11,290,0.04,2014,The LEGO Movie
30280-1,0,23,0.00,2014,The LEGO Movie
70801-1,1,89,0.01,2014,The LEGO Movie
70804-1,6,137,0.04,2014,The LEGO Movie
70815-1,3,249,0.01,2014,The LEGO Movie
70817-1,3,79,0.04,2015,The LEGO Movie
5002045-1,1,4,0.25,2014,The LEGO Movie
EMMETSCAR-1,0,22,0.00,2014,The LEGO Movie
70814-1,2,202,0.01,2014,The LEGO Movie
5002041-1,0,21,0.00,2014,The LEGO Movie
70808-1,0,167,0.00,2014,The LEGO Movie
70819-1,0,142,0.00,2015,The LEGO Movie
70816-1,11,293,0.04,2014,The LEGO Movie
70818-1,11,91,0.12,2015,The LEGO Movie
70802-1,0,150,0.00,2014,The LEGO Movie
5002203-1,2,4,0.50,2014,The LEGO Movie
5002204-1,2,5,0.40,2014,The LEGO Movie
70805-1,4,120,0.03,2014,The LEGO Movie
70807-1,2,195,0.01,2014,The LEGO Movie
70813-1,9,320,0.03,2014,The LEGO Movie
70803-1,4,123,0.03,2014,The LEGO Movie
70810-1,3,592,0.01,2014,The LEGO Movie
TLMPS-1,0,54,0.00,2014,The LEGO Movie
70800-1,7,68,0.10,2014,The LEGO Movie
70811-1,4,133,0.03,2014,The LEGO Movie
30282-1,0,33,0.00,2014,The LEGO Movie
21123-1,0,91,0.00,2016,Minecraft
21128-1,5,232,0.02,2016,Minecraft
21113-1,0,63,0.00,2014,Minecraft
21117-1,2,108,0.02,2014,Minecraft
21119-1,0,103,0.00,2015,Minecraft
21116-1,1,107,0.01,2014,Minecraft
21124-1,0,121,0.00,2016,Minecraft
21114-1,1,79,0.01,2014,Minecraft
21120-1,0,118,0.00,2015,Minecraft
21126-1,4,126,0.03,2016,Minecraft
21118-1,0,135,0.00,2014,Minecraft
21127-1,2,180,0.01,2016,Minecraft
21115-1,0,87,0.00,2014,Minecraft
21105-1,6,91,0.07,2013,Minecraft
853609-1,0,1,0.00,2016,Minecraft
21107-1,2,59,0.03,2014,Minecraft
21102-1,5,79,0.06,2012,Minecraft
21121-1,1,121,0.01,2015,Minecraft
21106-1,2,77,0.03,2013,Minecraft
21122-1,5,139,0.04,2015,Minecraft
21125-1,0,157,0.00,2016,Minecraft
21129-1,3,66,0.05,2017,Minecraft
21130-1,4,91,0.04,2017,Minecraft
21131-1,4,113,0.04,2017,Minecraft
21133-1,5,123,0.04,2017,Minecraft
21134-1,2,155,0.01,2017,Minecraft
21132-1,1,112,0.01,2017,Minecraft
21305-1,0,145,0.00,2016,LEGO Ideas and CUUSOO
21100-1,0,110,0.00,2011,LEGO Ideas and CUUSOO
21308-1,7,177,0.04,2016,LEGO Ideas and CUUSOO
21103-1,4,147,0.03,2013,LEGO Ideas and CUUSOO
21303-1,0,191,0.00,2015,LEGO Ideas and CUUSOO
21303-2,0,190,0.00,2015,LEGO Ideas and CUUSOO
21110-1,2,106,0.02,2014,LEGO Ideas and CUUSOO
21302-1,23,230,0.10,2015,LEGO Ideas and CUUSOO
